idA,idP,first_author
a10639679200,p272,False
a16178649400,p272,False
a56854811600,p273,True
a55141781300,p273,False
a57190384916,p274,True
a7005253700,p274,False
a7004060735,p274,False
a9942259800,p274,False
a55413434100,p275,True
a55827824100,p275,False
a48361087900,p276,True
a57189218211,p276,False
a7003381644,p276,False
a57197733358,p277,True
a57200390842,p277,False
a57003496300,p277,False
a8342785400,p277,False
a35209941000,p277,False
a8392459500,p278,True
a57200730892,p278,False
a53984647600,p278,False
a56806547100,p278,False
a57201199846,p278,False
a57191862517,p278,False
a57201509548,p278,False
a7006051256,p278,False
a6505878659,p278,False
a8298784700,p278,False
a35747244700,p278,False
a57193565771,p279,True
a16178649400,p279,False
a56315330500,p280,True
a16177635300,p280,False
a16178649400,p280,False
a57207108623,p281,True
a57200290256,p281,False
a57207112163,p281,False
a7102270639,p281,False
a57205388766,p282,True
a57205393448,p282,False
a16313800700,p282,False
a57208598187,p283,True
a6701720294,p283,False
a15848771600,p283,False
a57211516485,p283,False
a8448666000,p284,True
a57205617484,p284,False
a55638504300,p284,False
a6701777223,p284,False
a57218886153,p284,False
a7004300863,p285,True
a7102879142,p285,False
a56798055200,p286,True
a57192697616,p286,False
a8621794000,p286,False
a9277159100,p286,False
a57215306633,p287,True
a8621794000,p287,False
a57201367093,p288,True
a6602649851,p288,False
a57189445479,p289,True
a7005636820,p289,False
a55812232700,p289,False
a57192697616,p290,True
a8621794000,p290,False
a57192955909,p291,True
a56830076500,p291,False
a57209640119,p291,False
a55161739600,p292,True
a57211281996,p292,False
a57211282830,p292,False
a57204903122,p293,True
a57187178400,p293,False
a55161739600,p293,False
a57211282935,p294,True
a55161739600,p294,False
a57216747100,p295,True
a57216739000,p295,False
a16313800700,p295,False
a7005357023,p296,True
a57216751001,p296,False
a57216748895,p296,False
a36913263000,p296,False
a57217283178,p296,False
a57216749286,p296,False
a6701646284,p296,False
a57197765353,p297,True
a7004300863,p297,False
a7004904337,p298,True
a57212553003,p298,False
a7202518970,p299,True
a57200205435,p299,False
a57203245208,p300,True
a57203241931,p300,False
a57210927548,p300,False
a57212168814,p300,False
a57212172095,p300,False
a6601908155,p300,False
a57205292526,p301,True
a57211987837,p301,False
a6701646284,p301,False
a16313800700,p301,False
a57195066838,p302,True
a7005513246,p302,False
a35621274900,p303,True
a55681652500,p303,False
a56417117600,p303,False
a57212106357,p303,False
a57212103171,p303,False
a57193574682,p303,False
a6601908155,p303,False
a7003445799,p303,False
a57211214561,p304,True
a8244752200,p304,False
a57211216470,p304,False
a55727966500,p304,False
a35621274900,p305,True
a55681652500,p305,False
a56417117600,p305,False
a57212107036,p305,False
a57212104751,p305,False
a57212106857,p305,False
a57212103171,p305,False
a57212104028,p305,False
a6601908155,p305,False
a7003445799,p305,False
a55681652500,p306,True
a7003445799,p306,False
a57204799155,p307,True
a57204803477,p307,False
a57204802622,p307,False
a14033673100,p307,False
a57219001134,p308,True
a57218994430,p308,False
a57218994299,p308,False
a7202083837,p308,False
a57210292389,p309,True
a57210287166,p309,False
a7202083837,p309,False
a35147940600,p309,False
a57205617484,p310,True
a57218995344,p310,False
a7202083837,p311,True
a57219001134,p311,False
a36677010800,p311,False
a57204692730,p312,True
a7202083837,p312,False
a55813139600,p313,True
a56747516900,p313,False
a56071519600,p314,True
a6701720294,p314,False
a57211516485,p314,False
a7006441571,p314,False
a57212342916,p315,True
a6701720294,p315,False
a7006441571,p315,False
a57211516485,p315,False
a57212351695,p316,True
a57212342217,p316,False
a6701720294,p316,False
a57211516485,p316,False
a57212343330,p317,True
a7004300863,p317,False
a35262249500,p317,False
a57208598187,p318,True
a57210289242,p318,False
a6701720294,p318,False
a57211516485,p318,False
a57192710054,p319,True
a57188833818,p319,False
a6701720294,p319,False
a57212351059,p320,True
a7004300863,p320,False
a6701720294,p320,False
a57212341630,p321,True
a57208598187,p321,False
a57192710054,p321,False
a6701720294,p321,False
a57211516485,p321,False
a57212277900,p322,True
a57188667076,p322,False
a7403218372,p322,False
a57200534297,p323,True
a7004300863,p323,False
a57214773567,p323,False
a8421746800,p323,False
a57212136375,p324,True
a7403218372,p324,False
a57192943554,p325,True
a57212271263,p325,False
a35409277700,p325,False
a7004300863,p325,False
a57190228554,p326,True
a7102879142,p326,False
a57111140800,p327,True
a56798055200,p327,False
a8621794000,p327,False
a9277159100,p327,False
a57197737083,p328,True
a57205761514,p328,False
a57205766759,p328,False
a57205762398,p328,False
a56830076500,p328,False
a7004511126,p329,True
a57200687939,p329,False
a57200688910,p329,False
a7202518970,p329,False
a57031187500,p330,True
a7006111578,p330,False
a7005636820,p330,False
a57089497400,p331,True
a57209912956,p331,False
a57209911428,p331,False
a57211503118,p331,False
a57211500187,p331,False
a7006120837,p331,False
a7004234161,p331,False
a7005636820,p332,True
a57031187500,p332,False
a57209538650,p332,False
a57209530205,p332,False
a7006111578,p332,False
a57215116223,p333,True
a57191952713,p333,False
a57188658434,p333,False
a8621794000,p333,False
a36682113800,p333,False
a57188658434,p334,True
a56245452300,p334,False
a35310092900,p334,False
a8621794000,p334,False
a57214589312,p335,True
a57215007775,p335,False
a55812232700,p335,False
a7006120837,p335,False
a36126203400,p335,False
a7102843798,p335,False
a57214451592,p336,True
a6603114735,p336,False
a8641604600,p336,False
a7003772744,p336,False
a57201357657,p337,True
a57191570988,p337,False
a6602649851,p337,False
a23027991800,p337,False
a7103035939,p338,True
a57212228353,p338,False
a7404957607,p338,False
a9277159100,p338,False
a57203578595,p339,True
a57203572508,p339,False
a36055605700,p339,False
a7004435321,p339,False
a55849943100,p340,True
a6701863708,p340,False
a6602649851,p340,False
a9245406100,p340,False
a35338971800,p341,True
a35562442700,p341,False
a57207260622,p342,True
a24336460200,p342,False
a8660143800,p342,False
a57195960835,p343,True
a57203300120,p343,False
a13607032600,p343,False
a55681652500,p344,True
a57209399640,p344,False
a57212167791,p344,False
a35621274900,p344,False
a7003445799,p344,False
a57209394752,p344,False
a6601908155,p344,False
a57211217749,p345,True
a8244752200,p345,False
a55727966500,p345,False
a57203661821,p346,True
a46961076700,p346,False
a7801515665,p346,False
a35562442700,p346,False
a56387524600,p347,True
a56709476900,p347,False
a56709364700,p347,False
a16422844400,p347,False
a7102975249,p347,False
a55588035200,p348,True
a57191995887,p348,False
a57208784903,p348,False
a7003445799,p348,False
a6601908155,p348,False
a7003663333,p349,True
a57208012133,p349,False
a57208012227,p349,False
a55698505100,p350,True
a56709287700,p350,False
a57203308821,p350,False
a55326143600,p350,False
a7102975249,p350,False
a16422844400,p350,False
a55588035200,p351,True
a56417117600,p351,False
a7003445799,p351,False
a6601908155,p351,False
a55588035200,p352,True
a57208784903,p352,False
a55681652500,p352,False
a7003445799,p352,False
a6601908155,p352,False
a57212351859,p353,True
a7404766197,p353,False
a7102879142,p353,False
a7004300863,p353,False
a57212271159,p354,True
a57205765859,p354,False
a7004300863,p354,False
a7102879142,p354,False
a7404766197,p354,False
a7201511283,p355,True
a6602191934,p355,False
a57193878725,p355,False
a57189375802,p356,True
a57210949030,p356,False
a7404901361,p356,False
a9277159100,p356,False
a57210375461,p357,True
a57200688910,p357,False
a55861508600,p357,False
a56484754900,p357,False
a7004300863,p358,True
a57197773578,p358,False
a6506942267,p358,False
a6602562656,p358,False
a57202116348,p359,True
a57202112010,p359,False
a57202120923,p359,False
a16422844400,p359,False
a7102975249,p359,False
a57193360481,p360,True
a57205763350,p360,False
a57205765859,p360,False
a57205767010,p360,False
a56830076500,p360,False
a57205762391,p360,False
a55315026400,p361,True
a35435170000,p361,False
a55665473200,p361,False
a57204677450,p361,False
a57204677555,p361,False
a56957771800,p362,True
a57189235340,p362,False
a57204472177,p362,False
a57204470823,p362,False
a57204469757,p362,False
a7003292762,p362,False
a56530707600,p363,True
a6701610428,p363,False
a54790496100,p363,False
a7410190129,p363,False
a26427694400,p364,True
a57190256209,p364,False
a57191107247,p364,False
a16313800700,p364,False
a55664291100,p364,False
a7202317282,p365,True
a57192070840,p365,False
a57209824884,p365,False
a57201700890,p366,True
a57195574701,p366,False
a57207901363,p366,False
a53878508900,p366,False
a57188833818,p367,True
a57209889565,p367,False
a57209881955,p367,False
a6701720294,p367,False
a56045493000,p367,False
a57215333932,p368,True
a34868658300,p368,False
a57215305002,p368,False
a7410171017,p368,False
a57215336161,p368,False
a57201360985,p369,True
a57212351343,p369,False
a35562442700,p369,False
a36349287300,p369,False
a6506328689,p370,True
a57194859276,p370,False
a10141271600,p370,False
a15766049500,p370,False
a55359090100,p370,False
a7202538835,p370,False
a15044701600,p370,False
a36055605700,p371,True
a57203579114,p371,False
a57203573476,p371,False
a57203570620,p371,False
a7004435321,p371,False
a7006120837,p372,True
a57216989927,p372,False
a57211502145,p372,False
a6507803480,p372,False
a57194859276,p373,True
a10141271600,p373,False
a15766049500,p373,False
a56857577200,p373,False
a55359090100,p373,False
a7202538835,p373,False
a15044701600,p373,False
a56857577200,p374,True
a10141271600,p374,False
a16643231700,p374,False
a55359090100,p374,False
a24330327900,p375,True
a55634592700,p375,False
a36713489900,p375,False
a35725132100,p375,False
a36986090000,p375,False
a57193722976,p376,True
a7005521036,p376,False
a7004435321,p376,False
a55557218000,p377,True
a7102443026,p377,False
a7403558004,p377,False
a55247719300,p378,True
a56709476900,p378,False
a56871132500,p378,False
a7402407628,p378,False
a7102975249,p378,False
a16422844400,p378,False
a6701777223,p379,True
a8448666000,p379,False
a57218886193,p379,False
a56790117900,p380,True
a57211516485,p380,False
a15848771600,p381,True
a57212415946,p381,False
a57212345817,p381,False
a6701720294,p381,False
a57211516485,p381,False
a57193911152,p382,True
a55780846900,p382,False
a57203303999,p382,False
a57217139231,p382,False
a14064679200,p382,False
a7405891981,p382,False
a57201739935,p382,False
a6508339625,p382,False
a57213262958,p382,False
a6506674242,p382,False
a56677251600,p383,True
a57191362366,p383,False
a6701720294,p383,False
a15848771600,p383,False
a57211516485,p383,False
a57194018623,p384,True
a57205236255,p384,False
a57194101278,p384,False
a35392647700,p384,False
a7003545107,p384,False
a57204968964,p385,True
a57204964732,p385,False
a7003292762,p385,False
a12544690900,p385,False
a54978625300,p385,False
a57208246750,p386,True
a57206834042,p386,False
a57205645397,p386,False
a7003292762,p386,False
a55353164900,p386,False
a7101816954,p386,False
a19638969800,p386,False
a57200529047,p387,True
a57200527971,p387,False
a11440678000,p387,False
a7003772744,p387,False
a57192070840,p388,True
a24337245000,p388,False
a56023819400,p388,False
a10639240900,p388,False
a11043349200,p388,False
a57209824884,p388,False
a7202317282,p388,False
a54782837300,p389,True
a8048702500,p389,False
a7004435321,p389,False
a57207228809,p389,False
a7005521036,p389,False
a13411176900,p390,True
a8922674200,p390,False
a57211516485,p390,False
a57205595555,p391,True
a9336961600,p391,False
a16425686200,p391,False
a57217471535,p391,False
a56577741600,p392,True
a55807316700,p392,False
a55457444300,p392,False
a7102317656,p392,False
a57200514682,p392,False
a7003388995,p392,False
a57188833818,p393,True
a16229559200,p393,False
a57194703295,p394,True
a57207993531,p394,False
a56560118600,p394,False
a55315026400,p394,False
a7101640734,p394,False
a57214608701,p395,True
a16425686200,p395,False
a55598006500,p395,False
a23668489900,p395,False
a15848894300,p395,False
a57209871741,p395,False
a18535712500,p396,True
a7402648240,p396,False
a35380198000,p396,False
a57200884469,p396,False
a57200723881,p396,False
a7401952672,p397,True
a35556946600,p397,False
a7004590414,p397,False
a43261827400,p397,False
a35508257500,p397,False
a55428435400,p397,False
a7004611313,p397,False
a6602191934,p398,True
a7201511283,p398,False
a57193878725,p398,False
a7004507225,p398,False
a57193878725,p399,True
a57193568214,p399,False
a6506341914,p399,False
a7005053199,p399,False
a55671352500,p399,False
a22952048100,p399,False
a6602191934,p399,False
a7201511283,p399,False
a6506341914,p400,True
a57193878725,p400,False
a57193568214,p400,False
a7005053199,p400,False
a22952048100,p400,False
a55671352500,p400,False
a6602191934,p400,False
a7201511283,p400,False
a6507447149,p401,True
a23012428800,p401,False
a56642521500,p401,False
a24780432200,p401,False
a55233755100,p401,False
a9277159100,p401,False
a7801636116,p401,False
a7101973402,p401,False
a35368447500,p401,False
a7801530241,p401,False
a56689651300,p401,False
a7005786977,p401,False
a7801609389,p401,False
a55922401500,p401,False
a57191525048,p402,True
a41262329300,p402,False
a57203758421,p402,False
a57203801188,p402,False
a57203805526,p402,False
a57202763603,p402,False
a56116155300,p402,False
a57203801050,p402,False
a57199854443,p402,False
a56979909000,p402,False
a8448666000,p403,True
a57205617484,p403,False
a6701777223,p403,False
a57218886193,p403,False
a57205645397,p404,True
a57205650285,p404,False
a7003292762,p404,False
a56698926600,p405,True
a55627591500,p405,False
a57205652485,p405,False
a56957771800,p405,False
a57204469757,p405,False
a57205645397,p405,False
a7003292762,p405,False
a57193683516,p405,False
a57192247939,p406,True
a57218886153,p406,False
a6701777223,p406,False
a8448666000,p406,False
a56709476900,p407,True
a55247719300,p407,False
a55326143600,p407,False
a56871132500,p407,False
a7402407628,p407,False
a7102975249,p407,False
a16422844400,p407,False
a57202192401,p408,True
a55727966500,p408,False
a8244752200,p408,False
a6602572190,p408,False
a56330970800,p409,True
a57191362366,p409,False
a57203191415,p409,False
a57211516485,p409,False
a57193749678,p410,True
a57203142381,p410,False
a55457444300,p410,False
a6701863708,p410,False
a57204916397,p411,True
a57204916190,p411,False
a57204910117,p411,False
a57198809206,p411,False
a57204925116,p411,False
a57204911023,p411,False
a56514586700,p411,False
a57192710054,p412,True
a55303499100,p412,False
a56577817900,p412,False
a57189623841,p412,False
a7003678761,p412,False
a6602997992,p412,False
a7202539045,p412,False
a15848771600,p412,False
a57211516485,p412,False
a6701720294,p412,False
a8922674200,p413,True
a57211516485,p413,False
a7202083837,p414,True
a55710750200,p414,False
a6508087756,p414,False
a57207110219,p414,False
a57214580514,p414,False
a57204110218,p415,True
a26642910500,p415,False
a56549581200,p415,False
a55259726700,p416,True
a55256673100,p416,False
a57202609763,p416,False
a6508265156,p416,False
a56433927200,p416,False
a7404022739,p417,True
a8705255200,p417,False
a7003352704,p417,False
a7102280128,p417,False
a36154754400,p418,True
a34976725300,p418,False
a6602423274,p418,False
a57198044407,p419,True
a7201970805,p419,False
a55736791400,p419,False
a7601492574,p419,False
a7004479819,p419,False
a57203572325,p419,False
a57201742316,p420,True
a57193360481,p420,False
a56830076500,p420,False
a57200687939,p421,True
a57200688910,p421,False
a7202518970,p421,False
a7004511126,p421,False
a56463982900,p422,True
a55764401200,p422,False
a55457444300,p422,False
a6701863708,p422,False
a6602549459,p423,True
a6602123531,p423,False
a57191156976,p424,True
a57193089338,p424,False
a8929123100,p424,False
a57201086222,p425,True
a26634282400,p425,False
a26634229600,p425,False
a57204595191,p426,True
a57204607180,p426,False
a56226072000,p426,False
a7003631423,p426,False
a57204596520,p426,False
a7103236401,p426,False
a7004234161,p426,False
a57195264521,p427,True
a57204829124,p427,False
a35239803700,p427,False
a37086141200,p427,False
a8329346700,p427,False
a55369699900,p428,True
a7003772744,p428,False
a57204830739,p429,True
a57204825465,p429,False
a54978625300,p429,False
a7006372151,p429,False
a57203181568,p430,True
a57203192064,p430,False
a57203188827,p430,False
a55458271500,p430,False
a56266132600,p430,False
a55619678900,p431,True
a9277159100,p431,False
a51461952600,p431,False
a26634229600,p432,True
a57202852104,p432,False
a57202852946,p432,False
a57202860730,p432,False
a56701619800,p433,True
a8369472600,p433,False
a57193322440,p433,False
a56376235200,p433,False
a57202237979,p433,False
a56702333100,p433,False
a7401994123,p433,False
a35336731800,p433,False
a8608718200,p433,False
a23388379100,p433,False
a57204695840,p434,True
a35147940600,p434,False
a57204692730,p435,True
a35147940600,p435,False
a56680952700,p435,False
a57204695450,p435,False
a7202083837,p435,False
a56490084100,p436,True
a57204693186,p436,False
a57188711588,p437,True
a57200118672,p437,False
a57164754700,p437,False
a57200117120,p437,False
a57200118993,p437,False
a57200121629,p437,False
a16313800700,p437,False
a55523036500,p438,True
a56287595000,p438,False
a7410171017,p438,False
a56221901100,p439,True
a56426567600,p439,False
a57200181918,p439,False
a56266132600,p439,False
a57191108291,p440,True
a57202904399,p440,False
a16197655400,p440,False
a57207901363,p440,False
a56703039000,p441,True
a39362193900,p441,False
a57197749025,p441,False
a57201022887,p441,False
a57217564448,p441,False
a57208823236,p442,True
a57213462935,p442,False
a57205507684,p442,False
a57205503531,p442,False
a57194047397,p442,False
a57205500882,p442,False
a57205505883,p442,False
a57212277009,p442,False
a35587077000,p442,False
a57201759181,p443,True
a57211516485,p443,False
a16548784600,p443,False
a57190849274,p443,False
a55235047300,p444,True
a56515354700,p444,False
a57194105863,p444,False
a56921113900,p444,False
a57044630300,p444,False
a7005654753,p444,False
a56701050600,p444,False
a56266132600,p444,False
a56514586700,p444,False
a57203184524,p445,True
a57201465968,p445,False
a24295291100,p445,False
a12142543700,p445,False
a8705255200,p445,False
a56248395300,p445,False
a57203180153,p445,False
a7005486887,p445,False
a56790117900,p446,True
a57211516485,p446,False
a34874038200,p447,True
a56584019300,p448,True
a57201366662,p448,False
a57201358872,p448,False
a56714263700,p448,False
a8608718200,p448,False
a7202006620,p449,True
a57194692502,p449,False
a57194679331,p449,False
a57194686620,p449,False
a35791260000,p449,False
a13406135400,p449,False
a57198333909,p450,True
a56666222000,p450,False
a7103392045,p450,False
a56009607700,p451,True
a57200525944,p451,False
a57214792802,p451,False
a57216486642,p452,True
a57203661089,p452,False
a57203661821,p452,False
a35562442700,p452,False
a57203981655,p453,True
a56248593800,p453,False
a57203978933,p454,True
a57203982016,p454,False
a57203992542,p454,False
a7403218372,p454,False
a6701720294,p454,False
a57211516485,p454,False
a57191362366,p455,True
a57192710054,p455,False
a57203980122,p455,False
a57203980107,p455,False
a12142543700,p455,False
a6701720294,p455,False
a57211516485,p455,False
a57188833818,p456,True
a6701720294,p456,False
a57211516485,p456,False
a56677251600,p457,True
a15848771600,p457,False
a6701720294,p457,False
a57211516485,p457,False
a57204553875,p458,True
a57204546854,p458,False
a57204555914,p458,False
a56371366400,p458,False
a57202818911,p458,False
a57204555396,p458,False
a6507235629,p458,False
a7102523474,p458,False
a56709364700,p459,True
a56387524600,p459,False
a56709476900,p459,False
a57195398251,p459,False
a57201484423,p459,False
a57194155925,p459,False
a16422844400,p459,False
a7102975249,p459,False
a57203661089,p460,True
a35562442700,p460,False
a57203661821,p461,True
a35562442700,p461,False
a57201864184,p462,True
a35792700800,p462,False
a57203660684,p463,True
a39062086200,p463,False
a35562442700,p463,False
a55658283500,p464,True
a35303536900,p464,False
a57203575128,p465,True
a35303536900,p465,False
a57190404271,p466,True
a55849071700,p466,False
a57206968876,p466,False
a7006542177,p466,False
a35562442700,p466,False
a8660143800,p467,True
a56897186700,p467,False
a57197726868,p467,False
a56261172000,p467,False
a7004609408,p467,False
a24336460200,p467,False
a57202445593,p467,False
a6506736843,p467,False
a56677251600,p468,True
a7004307869,p468,False
a57203731804,p469,True
a35147940600,p469,False
a57203372448,p470,True
a35147940600,p470,False
a17434035200,p470,False
a24726409500,p470,False
a57203247682,p471,True
a57203241931,p471,False
a57203245208,p471,False
a57203240784,p471,False
a55588035200,p471,False
a6601908155,p471,False
a6602191934,p472,True
a7201511283,p472,False
a57193878725,p472,False
a57202927332,p473,True
a7202608915,p473,False
a57202921889,p473,False
a7801604567,p473,False
a54581173100,p474,True
a57202810627,p474,False
a18042644100,p474,False
a55943223600,p474,False
a57204434337,p475,True
a7005636820,p475,False
a35209941000,p475,False
a55649569259,p476,True
a7402967162,p476,False
a35597296700,p476,False
a56556056000,p477,True
a26642910500,p477,False
a57196465311,p477,False
a56740595400,p478,True
a56662711400,p478,False
a56741048000,p478,False
a56149906900,p478,False
a6603615600,p478,False
a57201759181,p479,True
a16548784600,p479,False
a57211516485,p479,False
a57189843306,p479,False
a56078900600,p480,True
a15081035500,p480,False
a7402814790,p480,False
a7101806481,p480,False
a15318992700,p480,False
a6601908712,p480,False
a8077103900,p480,False
a6602183163,p480,False
a7004295901,p480,False
a7004640341,p480,False
a35772366400,p480,False
a8390181000,p480,False
a23004910700,p480,False
a7003793778,p480,False
a8578022500,p480,False
a9241584700,p480,False
a15842178900,p480,False
a10939408000,p480,False
a54789941300,p480,False
a7006650428,p480,False
a7006817766,p480,False
a25937446600,p480,False
a55895275900,p480,False
a16043716000,p480,False
a12647140500,p480,False
a7402364894,p480,False
a7004387103,p480,False
a8891726500,p480,False
a57192430052,p480,False
a7401892754,p480,False
a23020214400,p480,False
a6603882082,p480,False
a7402396019,p480,False
a57031532300,p481,True
a57031187500,p481,False
a7006111578,p481,False
a7005636820,p481,False
a57203305966,p482,True
a6701755273,p482,False
a34874038200,p483,True
a55171433700,p483,False
a57211516485,p484,True
a6701720294,p484,False
a57193603847,p484,False
a57187178400,p484,False
a57203309361,p484,False
a7201741468,p485,True
a7102975249,p485,False
a57203310052,p486,True
a35262249500,p487,True
a57193603847,p487,False
a35191151900,p487,False
a26427435500,p488,True
a57203301406,p488,False
a36602439100,p488,False
a7201741468,p489,True
a7006372151,p489,False
a57195960835,p490,True
a23096760600,p490,False
a57203300120,p490,False
a57203306132,p490,False
a57190808464,p490,False
a13607032600,p490,False
a57203300120,p491,True
a26427435500,p491,False
a6507028828,p491,False
a13607032600,p491,False
a36602439100,p491,False
a23569552400,p492,True
a36769181100,p492,False
a26641352100,p492,False
a6701460244,p493,True
a6602928070,p493,False
a23479472600,p493,False
a6701755273,p493,False
a7404006200,p494,True
a12142543700,p494,False
a57202800731,p494,False
a14833931300,p495,True
a8705255200,p495,False
a56677251600,p495,False
a36667397700,p495,False
a12142543700,p495,False
a57201257192,p496,True
a39861044100,p496,False
a9942259800,p496,False
a36708895400,p496,False
a57190402922,p497,True
a36668159600,p497,False
a7006542177,p497,False
a57200118442,p498,True
a57200117690,p498,False
a57202289360,p498,False
a57118455800,p499,True
a7401431037,p499,False
a56237421600,p500,True
a6701863708,p500,False
a55457444300,p500,False
a8608718200,p500,False
a36459611200,p501,True
a7402074463,p501,False
a34868168700,p501,False
a56709364700,p502,True
a56387524600,p502,False
a57201484423,p502,False
a57194155925,p502,False
a57195398251,p502,False
a16422844400,p502,False
a7102975249,p502,False
a8922674200,p503,True
a6701720294,p503,False
a57211516485,p503,False
a56781290700,p504,True
a36055605700,p504,False
a7004435321,p504,False
a16041305200,p504,False
a57202322450,p505,True
a7006441571,p505,False
a14059209700,p505,False
a57202323019,p505,False
a56795914000,p505,False
a57202321033,p505,False
a57202319101,p505,False
a12142543700,p505,False
a23003484200,p506,True
a18535712500,p506,False
a26321508500,p506,False
a7003587356,p506,False
a16313800700,p507,True
a56457856600,p507,False
a16315369500,p507,False
a6507336034,p507,False
a56532087700,p507,False
a57202602903,p508,True
a57202612841,p508,False
a57202612703,p508,False
a56830076500,p508,False
a36843900000,p509,True
a8397084400,p509,False
a6602089995,p509,False
a6603684079,p509,False
a15521088300,p509,False
a56585583100,p509,False
a55449746800,p509,False
a57190247414,p509,False
a7005085503,p509,False
a35228854600,p509,False
a6505936159,p509,False
a23487261200,p509,False
a7005412154,p509,False
a55946643000,p509,False
a6603354235,p509,False
a57192063650,p509,False
a8602381900,p509,False
a55249658600,p509,False
a57207782220,p509,False
a23987692400,p509,False
a24323203800,p509,False
a7403220237,p509,False
a7103286989,p509,False
a12445208100,p510,True
a55708105800,p510,False
a56164575400,p510,False
a35236338800,p510,False
a56681156600,p511,True
a55212512700,p511,False
a56680505500,p511,False
a57203028829,p511,False
a35323710800,p512,True
a57202045558,p512,False
a56165315000,p512,False
a7003387464,p512,False
a7007046711,p512,False
a26039464700,p512,False
a56747755300,p512,False
a7005612595,p512,False
a6701610428,p512,False
a7410190129,p512,False
a57188654880,p513,True
a56830076500,p513,False
a57191822951,p513,False
a57200534297,p514,True
a7401431037,p514,False
a7102879142,p514,False
a56330168500,p515,True
a9942259800,p515,False
a39861044100,p515,False
a36708895400,p515,False
a55487415500,p515,False
a56386056100,p515,False
a56755464700,p516,True
a7005523706,p516,False
a57031532600,p516,False
a57200497294,p516,False
a57190794386,p517,True
a57201980753,p517,False
a57190797086,p517,False
a57201983321,p517,False
a7006441571,p517,False
a24333330300,p517,False
a12142543700,p517,False
a57201666213,p518,True
a56181255300,p518,False
a7004479819,p518,False
a13406135400,p518,False
a24177939700,p519,True
a6507412888,p519,False
a57204229694,p519,False
a55652903800,p519,False
a57201722090,p520,True
a57201724099,p520,False
a24465525600,p520,False
a36349287300,p520,False
a57191822951,p521,True
a56830076500,p521,False
a57188654880,p521,False
a57202116348,p522,True
a57202112010,p522,False
a57202120923,p522,False
a56709287700,p522,False
a57203246058,p522,False
a7102975249,p522,False
a7003302831,p523,True
a7202282831,p523,False
a16066928300,p523,False
a15848771600,p524,True
a57211516485,p524,False
a57197765353,p525,True
a7004300863,p525,False
a35994294500,p525,False
a24758929200,p525,False
a57201645135,p526,True
a57201646242,p526,False
a57200335858,p526,False
a57217508772,p526,False
a57201650328,p526,False
a7102837693,p526,False
a55736845400,p527,True
a57139150400,p527,False
a8244752200,p527,False
a7402422734,p527,False
a6701777223,p528,True
a8448666000,p528,False
a57218886189,p528,False
a7102443026,p529,True
a57203179434,p529,False
a55557218000,p529,False
a57213087387,p529,False
a7403558004,p529,False
a35303536900,p530,True
a57202320825,p530,False
a57207470751,p531,True
a35303536900,p531,False
a35409277700,p532,True
a7005098852,p532,False
a56896919700,p533,True
a57190371042,p533,False
a7202035366,p533,False
a7102857304,p533,False
a35546747200,p534,True
a23003275100,p534,False
a7005513246,p534,False
a6604032598,p535,True
a9733496700,p535,False
a6602866368,p535,False
a26640997500,p535,False
a57203180948,p535,False
a57203180667,p535,False
a25522430900,p535,False
a56244956300,p535,False
a57203192812,p535,False
a57203180452,p535,False
a57203185550,p535,False
a57031187500,p536,True
a7006111578,p536,False
a7005636820,p536,False
a56221901100,p537,True
a57200686665,p537,False
a57200685059,p537,False
a56425409300,p537,False
a6603410853,p537,False
a56266132600,p537,False
a56040243400,p538,True
a54978625300,p538,False
a7006799143,p538,False
a56009607700,p539,True
a57200525944,p539,False
a17136347400,p539,False
a57193027820,p540,True
a7409879911,p540,False
a56029648000,p540,False
a57218886189,p541,True
a57192247939,p541,False
a6701777223,p541,False
a8448666000,p541,False
a56315330500,p542,True
a16177635300,p542,False
a16178649400,p542,False
a55130094700,p543,True
a16178649400,p543,False
a55912340300,p544,True
a57201864184,p544,False
a10639679200,p544,False
a16178649400,p544,False
a34874297000,p544,False
a57193356353,p545,True
a56830076500,p545,False
a57200371154,p545,False
a57200363612,p545,False
a57190794386,p546,True
a7006441571,p546,False
a24333330300,p546,False
a12142543700,p546,False
a57118455800,p547,True
a7401431037,p547,False
a56331127200,p548,True
a57197737083,p548,False
a56830076500,p548,False
a57200690449,p549,True
a35597296700,p549,False
a57204031131,p550,True
a57204029674,p550,False
a6602649851,p550,False
a56830076500,p550,False
a57204032253,p550,False
a35269204800,p550,False
a57203433787,p551,True
a8621794000,p551,False
a23569552400,p552,True
a57201393186,p553,True
a57201397713,p553,False
a8621794000,p553,False
a57192697616,p554,True
a8621794000,p554,False
a57201367093,p555,True
a6602649851,p555,False
a48361087900,p556,True
a7003381644,p556,False
a56417117600,p557,True
a57193574682,p557,False
a57212103171,p557,False
a57215366913,p557,False
a57203240784,p557,False
a57215344746,p557,False
a57212104028,p557,False
a6601908155,p557,False
a7003445799,p557,False
a7005636820,p558,True
a57213476529,p558,False
a7006111578,p558,False
a26642910500,p559,True
a57205629789,p560,True
a55812232700,p560,False
a57191156976,p561,True
a8929123100,p561,False
a16313800700,p562,True
a57205285400,p562,False
a57205292526,p562,False
a57164754700,p562,False
a56532087700,p562,False
a57145797800,p563,True
a36944158600,p563,False
a57204896057,p564,True
a55161739600,p564,False
a57204902069,p565,True
a55161739600,p565,False
a23093686000,p566,True
a57195066838,p567,True
a7005513246,p567,False
