idA,idP,first_author
a7005411524,p567,False
a23093686000,p568,True
a55855376400,p569,True
a56830076500,p569,False
a57203179871,p570,True
a55727966500,p570,False
a8244752200,p570,False
a57188711588,p571,True
a57200118672,p571,False
a57164754700,p571,False
a57200117120,p571,False
a57200118993,p571,False
a57200121629,p571,False
a16313800700,p571,False
a57118455800,p572,True
a18535712500,p572,False
a24295291100,p572,False
a7102879142,p572,False
a7401431037,p572,False
a57193720916,p573,True
a24295291100,p573,False
a57118455800,p573,False
a7401431037,p573,False
a57204692730,p574,True
a7202083837,p574,False
a35147940600,p575,True
a57207688964,p575,False
a57207687563,p575,False
a57200077532,p576,True
a57200077021,p576,False
a57200077390,p576,False
a57207692990,p576,False
a57207687950,p576,False
a35508257500,p576,False
a57207689986,p577,True
a57207688651,p577,False
a57207695326,p577,False
a57207687041,p577,False
a57207686191,p578,True
a57207685496,p578,False
a57207687043,p578,False
a8608718200,p579,True
a56584019300,p579,False
a57209637810,p579,False
a56714263700,p579,False
a56790117900,p580,True
a57211516485,p580,False
a56330970800,p581,True
a57190247942,p581,False
a57197791798,p581,False
a57188833818,p581,False
a6701720294,p581,False
a57211516485,p581,False
a57197791798,p582,True
a57204762755,p582,False
a56830076500,p582,False
a6701720294,p582,False
a57203978933,p583,True
a6701720294,p583,False
a7403218372,p583,False
a57211516485,p583,False
a57197773578,p584,True
a57204761536,p584,False
a7004300863,p584,False
a8421746800,p584,False
a56353116200,p585,True
a7004300863,p585,False
a57197765353,p585,False
a6603717022,p585,False
a57204728159,p586,True
a7403218372,p586,False
a7006441571,p586,False
a57204719691,p587,True
a57204719621,p587,False
a7403218372,p587,False
a57189235340,p588,True
a57197733505,p588,False
a57197728435,p588,False
a7003292762,p588,False
a56584019300,p589,True
a57201366662,p589,False
a57201358872,p589,False
a56714263700,p589,False
a8608718200,p589,False
a57190858572,p590,True
a35508257500,p590,False
a6701646284,p591,True
a16313800700,p591,False
a57205292526,p591,False
a57205285400,p591,False
a57204435650,p591,False
a56532087700,p591,False
a57204415715,p591,False
a35175200200,p592,True
a7005513246,p592,False
a56196521900,p593,True
a55649569259,p593,False
a35597296700,p593,False
a7003663333,p594,True
a55665473200,p594,False
a57193610705,p594,False
a57201357657,p595,True
a6602649851,p595,False
a23027991800,p595,False
a15833172400,p596,True
a8621794000,p596,False
a57201397713,p596,False
a57201357657,p597,True
a6602649851,p597,False
a36618663400,p597,False
a15848771600,p598,True
a57190247942,p598,False
a57197791798,p598,False
a6701720294,p598,False
a57211516485,p598,False
a15848771600,p599,True
a57190247942,p599,False
a57197791798,p599,False
a6701720294,p599,False
a57211516485,p599,False
a57194636792,p600,True
a55916540700,p600,False
a57196484337,p600,False
a7403218372,p600,False
a6701720294,p600,False
a57211516485,p600,False
a57207228951,p601,True
a7004435321,p601,False
a57193727615,p602,True
a7004435321,p602,False
a56149906900,p603,True
a56662711400,p603,False
a56740595400,p603,False
a7402549729,p604,True
a57202088821,p604,False
a56300864300,p605,True
a57190492863,p605,False
a6602649851,p605,False
a18042274300,p605,False
a7403368068,p606,True
a57202916476,p606,False
a7201389702,p606,False
a16245460000,p606,False
a57202920062,p606,False
a57202911672,p606,False
a6602761720,p606,False
a56709364700,p607,True
a56387524600,p607,False
a57201484423,p607,False
a57194155925,p607,False
a57195398251,p607,False
a16422844400,p607,False
a7102975249,p607,False
a56709287700,p608,True
a57202735625,p608,False
a56709364700,p608,False
a55698505100,p608,False
a16422844400,p608,False
a7102975249,p608,False
a57202607598,p609,True
a7003663333,p609,False
a57196353469,p610,True
a38061138100,p610,False
a7003663333,p610,False
a57202585105,p611,True
a24081598300,p611,False
a7003663333,p611,False
a57202572948,p611,False
a7003663333,p612,True
a57193610705,p612,False
a55898266700,p612,False
a55315026400,p613,True
a57202580740,p613,False
a8724084200,p614,True
a7403085570,p614,False
a14621428300,p614,False
a8667231600,p614,False
a24382111400,p614,False
a18535712500,p615,True
a57201634652,p615,False
a57203221999,p615,False
a46062451500,p615,False
a57191952713,p616,True
a8621794000,p616,False
a36682113800,p616,False
a56300864300,p617,True
a6602649851,p617,False
a18042274300,p617,False
a7003498769,p618,True
a7202083837,p618,False
a36987999600,p619,True
a7003868048,p619,False
a7202083837,p619,False
a56036628100,p620,True
a16033650300,p620,False
a36953700600,p620,False
a12761902000,p620,False
a57188755995,p621,True
a56897186700,p621,False
a7005044056,p621,False
a8660143800,p621,False
a56560099200,p622,True
a57202738247,p622,False
a9277159100,p622,False
a15766049500,p623,True
a10141271600,p623,False
a6506328689,p623,False
a55359090100,p623,False
a7202538835,p623,False
a15044701600,p623,False
a56857577200,p624,True
a55359090100,p624,False
a10141271600,p624,False
a6506328689,p624,False
a15044701600,p624,False
a55502104200,p624,False
a6506328689,p625,True
a57203330644,p625,False
a10141271600,p625,False
a55848648600,p625,False
a55359090100,p625,False
a55502104200,p625,False
a15044701600,p625,False
a56256103500,p626,True
a10141271600,p626,False
a6506328689,p626,False
a15766049500,p626,False
a55359090100,p626,False
a7202538835,p626,False
a15044701600,p626,False
a55252859600,p627,True
a8621794000,p627,False
a23012466600,p628,True
a35508257500,p628,False
a35578707100,p628,False
a9277159100,p629,True
a8533888200,p629,False
a57207365951,p629,False
a6603042352,p629,False
a6506484066,p629,False
a56263632000,p630,True
a7004904337,p630,False
a56263145300,p630,False
a7103222266,p630,False
a15069700700,p631,True
a7005531426,p631,False
a57203180502,p631,False
a15843313300,p631,False
a57203186135,p631,False
a57203188461,p631,False
a57203192544,p631,False
a55182745600,p632,True
a7003663333,p632,False
a57195292516,p632,False
a19934211900,p632,False
a6603866674,p632,False
a57202577089,p633,True
a6505761847,p633,False
a36125615300,p633,False
a7003663333,p633,False
a57188833818,p634,True
a16229559200,p634,False
a10639679200,p635,True
a36625254200,p635,False
a34874297000,p635,False
a57201333744,p635,False
a55912340300,p635,False
a35479684000,p635,False
a16178649400,p635,False
a56740595400,p636,True
a56149906900,p636,False
a56328064900,p636,False
a56662711400,p636,False
a57191616632,p637,True
a18535712500,p637,False
a57200884469,p637,False
a7202713087,p637,False
a57191616632,p638,True
a57200884469,p638,False
a18535712500,p638,False
a7202713087,p638,False
a7003381644,p639,True
a57202152391,p639,False
a7003609448,p639,False
a57197521815,p639,False
a57201658993,p639,False
a7004347500,p639,False
a7007155092,p639,False
a55286783200,p639,False
a57120014600,p639,False
a6602913811,p639,False
a55452524500,p639,False
a57212833949,p639,False
a57206024435,p639,False
a6507270351,p639,False
a6602305778,p639,False
a56218368600,p640,True
a55837442300,p640,False
a10141271600,p640,False
a6506328689,p640,False
a7202751866,p640,False
a6506010179,p640,False
a35873737200,p640,False
a26427694400,p641,True
a37113017300,p641,False
a57190256209,p641,False
a16313800700,p641,False
a55919211300,p641,False
a57202785989,p642,True
a56020026900,p642,False
a34874297000,p642,False
a10639679200,p642,False
a16178649400,p642,False
a57202743127,p643,True
a36162907100,p643,False
a57202741808,p643,False
a57007514800,p643,False
a8410729500,p643,False
a16043812000,p643,False
a54782837300,p644,True
a8048702500,p644,False
a7004435321,p644,False
a57207228809,p644,False
a7005521036,p644,False
a36149254500,p645,True
a57191155872,p645,False
a56681156600,p645,False
a6603570606,p645,False
a57203028829,p645,False
a35088650000,p645,False
a7402786794,p645,False
a56244640900,p646,True
a55161739600,p646,False
a57204902241,p646,False
a57204903122,p646,False
a55543519800,p646,False
a56237456900,p646,False
a57200649104,p646,False
a57208645178,p646,False
a56890778700,p647,True
a57207365951,p647,False
a56094587000,p647,False
a9277159100,p647,False
a56890178400,p647,False
a55806548500,p647,False
a56890669600,p647,False
a8533888200,p647,False
a36082483100,p648,True
a57217723923,p649,True
a50262207100,p649,False
a55812232700,p649,False
a6602335448,p649,False
a7006253705,p649,False
a56797372300,p650,True
a57190380741,p650,False
a7102402058,p650,False
a7103248108,p650,False
a42261332500,p650,False
a56397285100,p650,False
a56542307500,p650,False
a34168247900,p651,True
a57194787481,p651,False
a57203298908,p651,False
a56380927900,p651,False
a7006542177,p651,False
a7003381644,p651,False
a35562442700,p651,False
a36082483100,p652,True
a57189026693,p652,False
a36082483100,p653,True
a57189026693,p653,False
a7003663333,p654,True
a57202626673,p654,False
a57202627167,p654,False
a57202627912,p654,False
a57202627263,p654,False
a57202627050,p654,False
a16021781200,p654,False
a36082483100,p655,True
a7004403207,p655,False
a56631537800,p656,True
a56528475200,p656,False
a56182798800,p656,False
a7201529681,p656,False
a55801905300,p656,False
a55801836400,p656,False
a57201111301,p656,False
a57201111988,p656,False
a14620010300,p656,False
a8674222900,p656,False
a12799657800,p656,False
a57003792300,p657,True
a57194205673,p657,False
a24492691800,p657,False
a57201290781,p657,False
a7406665619,p657,False
a55601054600,p657,False
a8208317300,p657,False
a36082483100,p658,True
a57207980336,p658,False
a57207994872,p658,False
a6602512004,p659,True
a35320703200,p659,False
a7402095346,p659,False
a7006106739,p659,False
a7201778289,p659,False
a7201978585,p659,False
a54684688700,p659,False
a57023282300,p659,False
a55598549000,p659,False
a57210198577,p659,False
a7402288130,p659,False
a25958165500,p659,False
a8362122100,p659,False
a6701580763,p659,False
a7203069877,p659,False
a7003915889,p659,False
a55776361200,p660,True
a37664688000,p660,False
a57205556489,p660,False
a8691490200,p660,False
a55628341300,p660,False
a57201125120,p660,False
a47461179000,p660,False
a25930868900,p660,False
a57194639611,p660,False
a8717447000,p660,False
a57194638369,p660,False
a55832864500,p660,False
a6701774874,p660,False
a55910450300,p660,False
a57207550410,p660,False
a6603383055,p660,False
a9741422500,p660,False
a35236206700,p660,False
a7005089148,p660,False
a57202326782,p660,False
a55979578600,p660,False
a7401764127,p660,False
a7404062227,p660,False
a7103269626,p660,False
a7103321645,p660,False
a7005251917,p660,False
a9745660700,p660,False
a6507586174,p660,False
a7103065698,p660,False
a57203234366,p660,False
a7202910012,p660,False
a9236660300,p660,False
a57195976340,p660,False
a54899597300,p660,False
a57201121062,p660,False
a6701851503,p660,False
a7102905437,p660,False
a36044041500,p660,False
a57202194800,p660,False
a8517650500,p660,False
a6701387944,p660,False
a7403220237,p660,False
a57201212051,p661,True
a23060352300,p661,False
a57190402922,p662,True
a36176552000,p662,False
a7006542177,p662,False
a55258864700,p663,True
a7005371369,p663,False
a7006085792,p663,False
a6603410853,p663,False
a55665625900,p663,False
a24335536400,p664,True
a56248593800,p664,False
a48361087900,p665,True
a57196261400,p665,False
a7003381644,p665,False
a40561545600,p666,True
a7006001488,p666,False
a24333330300,p666,False
a7006441571,p666,False
a12142543700,p666,False
a6701752452,p667,True
a57200248178,p667,False
a56148594700,p668,True
a8705255200,p668,False
a6602577617,p668,False
a57207901363,p668,False
a7402967162,p669,True
a57196000820,p669,False
a57195995765,p669,False
a55649569259,p669,False
a35597296700,p669,False
a6507412888,p670,True
a57204229694,p670,False
a7004450337,p670,False
a56244956300,p671,True
a26640997500,p671,False
a55315026400,p671,False
a6604032598,p671,False
a25522430900,p671,False
a7402004420,p672,True
a6602231941,p672,False
a57197730899,p672,False
a7101816438,p672,False
a56810920600,p672,False
a55764744500,p673,True
a6701746882,p673,False
a6603077820,p673,False
a48361087900,p674,True
a7003381644,p674,False
a57217339723,p675,True
a55813139600,p675,False
a57140193000,p676,True
a57197733358,p676,False
a57003496300,p676,False
a35209941000,p676,False
a57190384916,p677,True
a7005253700,p677,False
a7004060735,p677,False
a9942259800,p677,False
a36011148100,p678,True
a56155127800,p678,False
a6506311950,p678,False
a55212512700,p678,False
a57203028829,p678,False
a7402786794,p678,False
a55588035200,p679,True
a6601908155,p679,False
a7003445799,p679,False
a57196086981,p680,True
a55981276700,p680,False
a57190261034,p680,False
a57196097542,p680,False
a57196096093,p680,False
a57196088013,p680,False
a57196086109,p680,False
a57190252027,p680,False
a55456759700,p680,False
a56248593800,p681,True
a55130094700,p682,True
a56315330500,p682,False
a57202280527,p682,False
a57202283319,p682,False
a16178649400,p682,False
a57198318094,p683,True
a35195145200,p683,False
a57196275913,p683,False
a57196277369,p683,False
a57211422454,p683,False
a57192941583,p684,True
a55171433700,p684,False
a23569552400,p684,False
a6603945025,p684,False
a55171433700,p685,True
a55249877500,p685,False
a57200860487,p685,False
a57190228554,p686,True
a7102879142,p686,False
a9277159100,p686,False
a57191256797,p687,True
a55727966500,p687,False
a8244752200,p687,False
a6602572190,p687,False
a56703308500,p688,True
a13605498800,p688,False
a56353116200,p689,True
a7004300863,p689,False
a56716068400,p689,False
a57203230997,p689,False
a57191031931,p690,True
a37098602100,p690,False
a56957771800,p690,False
a56424241200,p690,False
a6701695863,p690,False
a7006631262,p690,False
a56404157200,p690,False
a7003292762,p690,False
a7005836251,p691,True
a57195596864,p692,True
a57195596391,p692,False
a57195598039,p692,False
a57195595627,p692,False
a57195600276,p692,False
a57031187500,p693,True
a57195427378,p693,False
a7006111578,p693,False
a7005636820,p693,False
a57190797086,p694,True
a57193015007,p694,False
a40561545600,p694,False
a57193015157,p694,False
a57193016069,p694,False
a57190794386,p694,False
a24333330300,p694,False
a12142543700,p694,False
a7006001488,p694,False
a7006441571,p694,False
a55859152500,p695,True
a34874038200,p695,False
a56433927200,p695,False
a34873482400,p695,False
a57191822951,p696,True
a57188654880,p696,False
a56830076500,p696,False
a24081319400,p697,True
a57202064143,p698,True
a57193435113,p698,False
a57193430035,p698,False
a7102985794,p698,False
a57192662939,p698,False
a57193433048,p698,False
a57192660307,p698,False
a57193429691,p698,False
a57193431261,p698,False
a7402658393,p698,False
a57194636792,p699,True
a55916540700,p699,False
a7403218372,p699,False
a6701720294,p699,False
a57211516485,p699,False
a56300864300,p700,True
a56830076500,p700,False
a57193356353,p700,False
a57192964074,p700,False
a57193360481,p700,False
a57193362917,p700,False
a6602649851,p700,False
a18042274300,p700,False
a55780846900,p701,True
a57193911152,p701,False
a55674595800,p701,False
a56390719200,p701,False
a7102503611,p701,False
a57190974399,p701,False
a6508339625,p701,False
a57213262958,p701,False
a6506674242,p701,False
a54410814200,p702,True
a56716946800,p702,False
a8231832400,p702,False
a6506645565,p702,False
a14035040300,p702,False
a10040303000,p702,False
a55949256500,p703,True
a56875349800,p703,False
a36106810300,p703,False
a56875089300,p703,False
a57198431633,p703,False
a57198450286,p703,False
a57198443855,p703,False
a57198451372,p703,False
a54911216200,p703,False
a57195332895,p703,False
a14822519000,p703,False
a7101816438,p704,True
a6602231941,p704,False
a55212512700,p705,True
a56681156600,p705,False
a56315352000,p705,False
a56680505500,p705,False
a57203028829,p705,False
a56492379200,p706,True
a57195398251,p706,False
a56709476900,p706,False
a56387524600,p706,False
a16422844400,p706,False
a7102975249,p706,False
a14033673100,p707,True
a57197795830,p707,False
a57192307368,p707,False
a57197800472,p707,False
a57197797367,p707,False
a57217482839,p707,False
a55949256500,p708,True
a36106810300,p708,False
a56453304300,p708,False
a57194875876,p708,False
a7005666650,p708,False
a14822519000,p708,False
a57191108291,p709,True
a57207901363,p709,False
a6507391043,p709,False
a35186389400,p710,True
a7406552522,p710,False
a7006715937,p710,False
a57192595504,p710,False
a7101643443,p710,False
a55511230900,p710,False
a7003381644,p710,False
a7202083837,p711,True
a24465414600,p711,False
a26644144000,p711,False
a55547115089,p711,False
a7202083837,p712,True
a55547115089,p712,False
a24465414600,p712,False
a26644144000,p712,False
a55710750200,p712,False
a57193564939,p713,True
a54399816500,p713,False
a55726346900,p713,False
a55585953300,p713,False
a24295291100,p713,False
a8935514400,p713,False
a56762988100,p713,False
a7401969039,p713,False
a7006214218,p714,True
a57194392244,p714,False
a9845705900,p714,False
a7004929818,p714,False
a57194379165,p714,False
a57207901363,p714,False
a6603325558,p714,False
a56300864300,p715,True
a56830076500,p715,False
a35269204800,p715,False
a6603040755,p715,False
a57192964074,p715,False
a57192955909,p715,False
a57192959498,p715,False
a57192961253,p715,False
a57197710678,p716,True
a35562442700,p716,False
a57188688103,p717,True
a57188691775,p717,False
a36349287300,p717,False
a57195420301,p718,True
a7401970125,p718,False
a36349287300,p718,False
a57195420301,p719,True
a7401970125,p719,False
a36349287300,p719,False
a57195596864,p720,True
a57195596391,p720,False
a57195598039,p720,False
a57195595627,p720,False
a57195600276,p720,False
a56957771800,p721,True
a57204469757,p721,False
a7103395611,p721,False
a24831334500,p721,False
a25639041400,p721,False
a7003292762,p721,False
a7103395611,p722,True
a18038642000,p722,False
a57208709468,p722,False
a57208710317,p722,False
a57208709846,p722,False
a57170532300,p722,False
a57208702517,p722,False
a57208707588,p722,False
a57208707585,p722,False
a6508147112,p722,False
a57208706948,p722,False
a57204469757,p722,False
a7003292762,p722,False
a57021948900,p723,True
a56830076500,p723,False
a56371366400,724,True
a55078951500,724,False
a57202818911,724,False
a57215280005,724,False
a6602958570,724,False
a7102523474,724,False
a57214010282,725,True
a57189351639,725,False
a57194697486,725,False
a57194698845,725,False
a7007046711,725,False
a6701610428,725,False
a7410190129,725,False
a57194141209,726,True
a55171433700,726,False
a23569552400,726,False
a57202818911,727,True
a56371366400,727,False
a55376424100,727,False
a55078951500,727,False
a6602958570,727,False
a7006440923,727,False
a14057706900,727,False
a7102523474,727,False
a56371366400,728,True
a57202818911,728,False
a55376424100,728,False
a55078951500,728,False
a6602958570,728,False
a7006440923,728,False
a14057706900,728,False
a7102523474,728,False
a57195317234,729,True
a16178649400,729,False
a7102534973,730,True
a26427435500,730,False
a36602439100,730,False
a6701755273,731,True
a55171433700,732,True
a23569552400,732,False
a57195962821,733,True
a6507659000,733,False
a35262249500,734,True
a57193603847,734,False
a57195962037,734,False
a57195964820,734,False
a57195961036,734,False
a57195964763,734,False
a57195961251,734,False
a35262249500,735,True
a57193603847,735,False
a7006372151,736,True
a57203028829,736,False
a23569552400,737,True
a55672496100,737,False
a35413539100,737,False
a13607032600,738,True
a6507028828,738,False
a57190806425,738,False
a36536647200,738,False
a26427435500,738,False
a57198919773,739,True
a54787829800,739,False
a7003663333,739,False
a56681156600,740,True
a55511230900,740,False
a56680505500,740,False
a56315352000,740,False
a55212512700,740,False
a57191156976,740,False
a7003381644,740,False
a57203028829,740,False
a56672834700,741,True
a56830076500,741,False
a6603625990,741,False
a57193008289,742,True
a7005836251,742,False
a35209941000,742,False
a7004300863,743,True
a55858031100,743,False
a57192816311,743,False
a55550262000,744,True
a36167063600,744,False
a55550264900,744,False
a7006420570,744,False
a57192156100,745,True
a9942259800,745,False
a36675881600,745,False
a55911870000,745,False
a35366248300,745,False
a18535712500,746,True
a57200884469,746,False
a57193845336,746,False
a57203221999,746,False
a57193533805,746,False
a23983490300,746,False
a55855376400,747,True
a56830076500,747,False
a57203486012,748,True
a55359526600,748,False
a26323686000,748,False
a12142543700,748,False
a8705255200,748,False
a7006583274,748,False
a56492379200,749,True
a57194162490,749,False
a56709287700,749,False
a57194158491,749,False
a57194155925,749,False
a16422844400,749,False
a7102975249,749,False
a35182844400,750,True
a57217654846,750,False
a57192893058,750,False
a56492379200,750,False
a56709364700,750,False
a55544941800,750,False
a7202812767,750,False
a6603907334,750,False
a7402407628,750,False
a7102975249,750,False
a16422844400,750,False
a7103123753,750,False
a55945072200,751,True
a55944583700,751,False
a7102857304,751,False
a56755464700,752,True
a35099253600,752,False
a7005523706,752,False
a57031532600,752,False
a8448666000,753,True
a6701777223,753,False
a57218886193,753,False
a23003484200,754,True
a18535712500,754,False
a26321508500,754,False
a7003587356,754,False
a56364369100,755,True
a57202367046,755,False
a57193409777,755,False
a57193401477,755,False
a56896749800,755,False
a55877167500,755,False
a56247393100,755,False
a7404963860,755,False
a37105487900,755,False
a7403361614,755,False
a52663627000,755,False
a14321763900,755,False
a57191587072,756,True
a24295291100,756,False
a12142543700,756,False
a7003587356,756,False
a57195340095,756,False
a7004495126,756,False
a12778890800,756,False
a57194047397,757,True
a57193099661,757,False
a57208823236,757,False
a57194047820,757,False
a57213462935,757,False
a35587077000,757,False
a57212277009,757,False
a57194047397,758,True
a55938156500,758,False
a57193099661,758,False
a57194061052,758,False
a57208823236,758,False
a57213462935,758,False
a57194047820,758,False
a56080900100,758,False
a57196655805,758,False
a35587077000,758,False
a57212277009,758,False
a15831070600,759,True
a35615891900,759,False
a56331127200,759,False
a12646129300,760,True
a55812232700,760,False
a36933855300,760,False
a7006253705,760,False
a55812858700,760,False
a57203178543,760,False
a57192307368,761,True
a14033673100,761,False
a15848771600,762,True
a56677251600,762,False
a6701720294,762,False
a57211516485,762,False
a7403131979,763,True
a7103186661,763,False
a7202711709,763,False
a39862017300,763,False
a56330168500,764,True
a57194015684,764,False
a9942259800,764,False
a57194006378,764,False
a35316779800,764,False
a6508342170,764,False
a35175200200,765,True
a7005513246,765,False
a57189227384,766,True
a19639917400,766,False
a57189219942,766,False
a7005513246,766,False
a57193266780,767,True
a35508257500,767,False
a9277159100,768,True
a56941526100,768,False
a56710953300,769,True
a26642910500,769,False
a7005883030,769,False
a36459611200,770,True
a7402074463,770,False
a55194109800,771,True
a7004834766,771,False
a8660143800,771,False
a57192106462,772,True
a57193564939,772,False
a54399816500,772,False
a56012868500,772,False
a55726346900,772,False
a24295291100,772,False
a8935514400,772,False
a57190189579,773,True
a56755464700,773,False
a57031532600,773,False
a7005523706,773,False
a8372868700,773,False
a55946345200,773,False
a55574195279,774,True
a56608873500,774,False
a56608333500,774,False
a7004980415,774,False
a8048702500,775,True
a7004435321,775,False
a6506269903,775,False
a23134948300,775,False
a7004615647,775,False
a14822519000,776,True
a36106810300,776,False
a23973526000,776,False
a56369566500,776,False
a57193265581,776,False
a24921842300,777,True
a55034648400,777,False
a8448666000,777,False
a25222495900,777,False
a6601987763,777,False
a7004441442,777,False
a57118455800,778,True
a7401431037,778,False
a48361087900,779,True
a7003381644,779,False
a57190000029,780,True
a55953141600,780,False
a51461758000,781,True
a56825569600,781,False
a35562442700,781,False
a57145797800,782,True
a7005903021,782,False
a36944158600,782,False
a56556056000,783,True
a26642910500,783,False
a12808778700,783,False
a36240601900,784,True
a57189030360,784,False
a16027856900,784,False
a7003381644,784,False
a24177939700,785,True
a35213554500,785,False
a23012861700,785,False
a55444802600,785,False
a7004450337,785,False
a56709476900,786,True
a56709364700,786,False
a55326050200,786,False
a56492379200,786,False
a57002749600,786,False
a7102975249,786,False
a16422844400,786,False
a57212184217,787,True
a56709364700,787,False
a7102975249,787,False
a16422844400,787,False
a57189292901,788,True
a7006542177,788,False
a36137344800,789,True
a7102857304,789,False
a55486520500,790,True
a6602649851,790,False
a56950317400,791,True
a15521557600,791,False
a57203836305,792,True
a55813139600,792,False
a57209397116,793,True
a57193574682,793,False
a55588035200,793,False
a57212103171,793,False
a57212209717,793,False
a57203240784,793,False
a57191997521,793,False
a57203247682,793,False
a6601908155,793,False
a7003445799,793,False
a56824897200,794,True
a35562442700,794,False
a57200659857,795,True
a57187178400,796,True
a55161739600,797,True
a57200641848,797,False
a57117361200,798,True
a55161739600,798,False
a57192010162,799,True
a55161739600,799,False
a57214281810,800,True
a35508257500,800,False
a55944583700,801,True
a55945072200,801,False
a56896919700,801,False
a55945088000,801,False
a7102857304,801,False
a57202648414,802,True
a57192643299,802,False
a57200206301,802,False
a7102857304,802,False
a57188753800,803,True
a57202642302,803,False
a7102857304,803,False
a57188755995,804,True
a7102857304,804,False
a8660143800,804,False
a55235047300,805,True
a57191474405,805,False
a57191477766,805,False
a57205589719,805,False
a8725937600,805,False
a7005654753,805,False
a56701050600,805,False
a56514586700,805,False
a57202088821,806,True
a7402549729,806,False
a7202083837,807,True
a57126129700,807,False
a57125618000,807,False
a56680952700,808,True
a57192643299,809,True
a57195419580,809,False
a57200206301,809,False
a7102857304,809,False
a57200206301,810,True
a57192643299,810,False
a57195419580,810,False
a57200206650,810,False
a57200203866,810,False
a7102857304,810,False
a57200201882,811,True
a7202518970,811,False
a57195419580,812,True
a57200201106,812,False
a57200819002,812,False
a57192643299,812,False
a57200206301,812,False
a7102857304,812,False
a57200205435,813,True
a7202518970,813,False
a57200201511,814,True
a7202518970,814,False
a57197791798,815,True
a6701720294,815,False
a57211516485,815,False
a57189243866,816,True
a56330970800,816,False
a6701720294,816,False
a56790117900,817,True
a57190247942,817,False
a57211516485,817,False
a57197773578,818,True
a7004300863,818,False
a57192943554,819,True
a57197765649,819,False
a7004300863,819,False
a8421746800,819,False
a57195290099,820,True
a7202518970,820,False
a57193749678,821,True
a6701863708,821,False
a55457444300,821,False
a55764401200,822,True
a55457444300,822,False
a6701863708,822,False
a8608718200,822,False
a57191918589,823,True
a57191921086,823,False
a57191923986,823,False
a7003292762,823,False
a57189235340,824,True
a7003292762,824,False
a56463982900,825,True
a55457444300,825,False
a6701863708,825,False
a7006120837,826,True
a7004848095,826,False
a57196471974,826,False
a57196475822,826,False
a57196468765,826,False
a57192318731,826,False
a35562442700,827,True
a55660173800,828,True
a57193903292,828,False
a6701876192,828,False
a57193902758,828,False
a57193895552,828,False
a57193900229,828,False
a7003381644,828,False
a57208928114,829,True
a55727966500,829,False
a8244752200,829,False
a55354928800,830,True
a24402340500,830,False
a7410171017,831,True
a57195720669,831,False
a57195718233,832,True
a34868658300,832,False
a7410171017,832,False
a57190859038,833,True
a6602649851,833,False
a23027991800,833,False
a57189375802,834,True
a57203222139,834,False
a56156055700,834,False
a9277159100,834,False
a57200576069,835,True
a10540655600,835,False
a36924577900,835,False
a55541477400,835,False
a7103248108,835,False
a57191952713,836,True
a57188658434,836,False
a8621794000,836,False
a56245452300,836,False
a36682113800,836,False
a35310092900,836,False
a57194787481,837,True
a7006542177,837,False
a35562442700,837,False
a34168247900,837,False
a55315026400,838,True
a55665473200,838,False
a56559677100,838,False
a57194576753,838,False
a57194162490,839,True
a56492379200,839,False
a56709287700,839,False
a57194155925,839,False
a57194158491,839,False
a16422844400,839,False
a7102975249,839,False
a55326050200,840,True
a56709364700,840,False
a55326143600,840,False
a55247719300,840,False
a7102975249,840,False
a16422844400,840,False
a57212184217,841,True
a57213582934,841,False
a56709364700,841,False
a7102975249,841,False
a16422844400,841,False
a7201793184,842,True
a7406665619,842,False
a24824356000,842,False
a56559765400,843,True
a7003663333,843,False
a23009691800,843,False
a57191416025,844,True
a57192545746,844,False
a57192573362,844,False
a51461952600,844,False
a9277159100,844,False
a6701925700,845,True
a56299790500,845,False
a7003959730,845,False
a57201704300,846,True
a57171695300,846,False
a7101671848,846,False
a7202083837,847,True
a56680952700,847,False
a7003498769,847,False
a36987999600,848,True
a7003868048,848,False
a7202083837,848,False
a57188755995,849,True
a57200204063,849,False
a7005044056,849,False
a8660143800,849,False
a56559548600,850,True
a7102857304,850,False
a57200200833,851,True
a57200207993,851,False
a7202035366,851,False
a7102857304,851,False
a56748981000,852,True
a6701720294,852,False
a57211516485,852,False
a8922674200,853,True
a56577146500,853,False
a57188764210,853,False
a6701720294,853,False
a57211516485,853,False
a15848771600,854,True
a56677251600,854,False
a6701720294,854,False
a57211516485,854,False
a57190247942,855,True
a15848771600,855,False
a6701720294,855,False
a57211516485,855,False
a15848771600,856,True
a57211516485,856,False
a55632390400,857,True
a35489877400,857,False
a57203030537,857,False
a57193322440,858,True
a56800225200,858,False
a23388379100,858,False
a8608718200,858,False
a57023931200,859,True
a6602776615,859,False
a24830555500,859,False
a56941526100,859,False
a9277159100,859,False
a55326050200,860,True
a57217654846,860,False
a37052385600,860,False
a7102975249,860,False
a16422844400,860,False
a56256103500,861,True
a10141271600,861,False
a6506328689,861,False
a55848648600,861,False
a55359090100,861,False
a13410345300,861,False
a55502104200,861,False
a15044701600,861,False
a6506328689,862,True
a57194859276,862,False
a10141271600,862,False
a56218368600,862,False
a55837442300,862,False
a7202751866,862,False
a35873737200,862,False
a55693760600,863,True
a10141271600,863,False
a6506328689,863,False
a55359090100,863,False
a15044701600,863,False
a10141271600,864,True
a56218368600,864,False
a55837442300,864,False
a6506328689,864,False
a57194853790,864,False
a35873737200,864,False
a7202751866,864,False
a6506010179,864,False
a55359090100,865,True
a56857577200,865,False
